dimension,group,observations,x_core_available,x_core_coverage,target_available,target_coverage,supervised_L_available,supervised_L_coverage
historical_sic,3390.0,35,34,0.9714285714285714,22,0.6285714285714286,22,0.6285714285714286
historical_sic,3411.0,38,36,0.9473684210526315,26,0.6842105263157895,26,0.6842105263157895
historical_sic,3412.0,9,9,1.0,9,1.0,9,1.0
historical_sic,3420.0,142,122,0.8591549295774648,87,0.6126760563380281,85,0.5985915492957746
historical_sic,3430.0,31,25,0.8064516129032258,17,0.5483870967741935,16,0.5161290322580645
historical_sic,3433.0,46,35,0.7608695652173914,20,0.43478260869565216,20,0.43478260869565216
historical_sic,3440.0,83,67,0.8072289156626506,46,0.5542168674698795,44,0.5301204819277109
historical_sic,3442.0,35,30,0.8571428571428571,21,0.6,20,0.5714285714285714
historical_sic,3443.0,46,36,0.782608695652174,28,0.6086956521739131,28,0.6086956521739131
historical_sic,3444.0,9,5,0.5555555555555556,1,0.1111111111111111,1,0.1111111111111111
historical_sic,3448.0,16,13,0.8125,8,0.5,8,0.5
historical_sic,3452.0,5,5,1.0,5,1.0,5,1.0
historical_sic,3460.0,61,60,0.9836065573770492,57,0.9344262295081968,57,0.9344262295081968
historical_sic,3470.0,50,40,0.8,23,0.46,20,0.4
historical_sic,3480.0,79,65,0.8227848101265823,40,0.5063291139240507,40,0.5063291139240507
historical_sic,3490.0,115,102,0.8869565217391304,90,0.782608695652174,87,0.7565217391304347
historical_sic,3510.0,152,124,0.8157894736842105,82,0.5394736842105263,79,0.5197368421052632
historical_sic,3523.0,76,56,0.7368421052631579,39,0.5131578947368421,39,0.5131578947368421
historical_sic,3524.0,14,3,0.21428571428571427,4,0.2857142857142857,3,0.21428571428571427
historical_sic,3530.0,26,25,0.9615384615384616,15,0.5769230769230769,15,0.5769230769230769
historical_sic,3531.0,91,72,0.7912087912087912,51,0.5604395604395604,49,0.5384615384615384
historical_sic,3532.0,7,5,0.7142857142857143,4,0.5714285714285714,3,0.42857142857142855
historical_sic,3533.0,197,182,0.9238578680203046,69,0.350253807106599,69,0.350253807106599
historical_sic,3537.0,33,30,0.9090909090909091,28,0.8484848484848485,28,0.8484848484848485
historical_sic,3540.0,76,70,0.9210526315789473,64,0.8421052631578947,63,0.8289473684210527
historical_sic,3541.0,22,22,1.0,18,0.8181818181818182,18,0.8181818181818182
historical_sic,3550.0,61,58,0.9508196721311475,47,0.7704918032786885,45,0.7377049180327869
historical_sic,3555.0,11,8,0.7272727272727273,7,0.6363636363636364,7,0.6363636363636364
historical_sic,3559.0,232,200,0.8620689655172413,119,0.5129310344827587,115,0.4956896551724138
historical_sic,3560.0,87,75,0.8620689655172413,63,0.7241379310344828,59,0.6781609195402298
historical_sic,3561.0,97,85,0.8762886597938144,82,0.845360824742268,78,0.8041237113402062
historical_sic,3562.0,36,36,1.0,25,0.6944444444444444,25,0.6944444444444444
historical_sic,3564.0,79,63,0.7974683544303798,51,0.6455696202531646,49,0.620253164556962
historical_sic,3567.0,1,0,0.0,0,0.0,0,0.0
historical_sic,3569.0,102,87,0.8529411764705882,64,0.6274509803921569,63,0.6176470588235294
historical_sic,3570.0,62,51,0.8225806451612904,28,0.45161290322580644,26,0.41935483870967744
historical_sic,3571.0,109,99,0.908256880733945,62,0.5688073394495413,60,0.5504587155963303
historical_sic,3572.0,109,85,0.7798165137614679,46,0.42201834862385323,43,0.3944954128440367
historical_sic,3576.0,199,185,0.9296482412060302,85,0.4271356783919598,82,0.4120603015075377
historical_sic,3577.0,204,169,0.8284313725490197,109,0.5343137254901961,103,0.5049019607843137
historical_sic,3578.0,59,53,0.8983050847457628,28,0.4745762711864407,27,0.4576271186440678
historical_sic,3579.0,12,12,1.0,4,0.3333333333333333,4,0.3333333333333333
historical_sic,3580.0,81,67,0.8271604938271605,40,0.49382716049382713,40,0.49382716049382713
historical_sic,3585.0,81,60,0.7407407407407407,38,0.4691358024691358,37,0.4567901234567901
historical_sic,3590.0,98,94,0.9591836734693877,50,0.5102040816326531,50,0.5102040816326531
historical_sic,3600.0,37,25,0.6756756756756757,15,0.40540540540540543,15,0.40540540540540543
historical_sic,3612.0,33,24,0.7272727272727273,15,0.45454545454545453,15,0.45454545454545453
historical_sic,3613.0,25,21,0.84,17,0.68,15,0.6
historical_sic,3620.0,110,102,0.9272727272727272,62,0.5636363636363636,62,0.5636363636363636
historical_sic,3621.0,95,87,0.9157894736842105,68,0.7157894736842105,67,0.7052631578947368
historical_sic,3630.0,72,61,0.8472222222222222,52,0.7222222222222222,51,0.7083333333333334
